track_name,artists_name,year,acousticness,danceability,energy,loudness,tempo,valence
High so High,South Park Mexican,1999,0.032,0.949,0.452,-4.246,100.981,0.72
Why Does It Always Rain On Me?,Travis,1999,0.079,0.497,0.537,-9.264,108.448,0.371
Me Vas A ExtraÃ±ar,Binomio de Oro de AmÃ©rica,1999,0.315,0.705,0.77,-2.071,128.452,0.636
Brand New Day,Sting,1999,0.191,0.501,0.803,-7.424,157.488,0.39
Clean,Incubus,1999,0.00119,0.39,0.681,-6.4,193.778,0.373
Then The Morning Comes,Smash Mouth,1999,0.0231,0.729,0.881,-5.024,118.58,0.963
Rosarito,Long Beach Dub Allstars,1999,0.114,0.527,0.732,-6.41,102.785,0.665
Isnt She Lovely,Stevie Wonder,1999,0.17,0.712,0.795,-8.058,118.68,0.836
Just Like This,Limp Bizkit,1999,0.00896,0.639,0.947,-4.216,100.869,0.586
Man with the Hex,The Atomic Fireballs,1999,7.9e-05,0.647,0.962,-3.54,108.187,0.626
Solitaire / Unraveling,Mushroomhead,1999,0.00495,0.368,0.972,-6.023,152.082,0.27
Cold Blooded Old Times,Smog,1999,0.00131,0.661,0.541,-9.682,120.978,0.585
Hold On,Tom Waits,1999,0.883,0.454,0.247,-13.797,149.603,0.654
I Need You Tonight,Backstreet Boys,1999,0.235,0.446,0.468,-9.844,169.983,0.223
Affirmation,Savage Garden,1999,0.0102,0.481,0.782,-8.145,169.985,0.648
The Plan,Built To Spill,1999,0.000245,0.256,0.78,-7.052,141.884,0.383
Smoke One,Mr. Pookie,1999,0.255,0.901,0.372,-10.378,122.067,0.532
Catch a Falling Star (with Mitchell Ayres and His Orchestra & The Ray Charles Singers),"Perry Como, Mitchell Ayres & His Orchestra, The Ray Charles Singers",1999,0.798,0.7,0.189,-15.412,119.522,0.561
Fall Down,Toad The Wet Sprocket,1999,0.115,0.444,0.886,-5.705,151.974,0.736
Te felicito,Grupo Mojado,1999,0.604,0.35,0.521,-8.765,68.502,0.528
Down,Stone Temple Pilots,1999,0.000209,0.411,0.953,-3.853,134.823,0.216
Lets Make Love,Silk,1999,0.176,0.625,0.518,-6.45,119.957,0.308
Here We Go Again,DMX,1999,0.023,0.797,0.515,-5.981,91.898,0.209
Dont Call Me Baby,Madison Avenue,1999,0.0585,0.808,0.982,-6.588,124.999,0.961
A Holly Jolly Christmas - Single Version,Burl Ives,1999,0.653,0.666,0.365,-13.03,140.413,0.865
Te DarÃ© Una Rosa,Los Askis,1999,0.384,0.573,0.488,-7.666,176.751,0.935
One Man Army,Our Lady Peace,1999,0.0273,0.406,0.888,-4.204,159.386,0.592
Claridad,Menudo,1999,0.312,0.759,0.859,-7.654,133.259,0.921
De Vida O Muerte,Los Invasores De Nuevo LeÃ³n,1999,0.075,0.795,0.639,-8.554,168.339,0.841
La Zopilota,Banda Movil,1999,0.493,0.928,0.452,-9.474,126.072,0.984
Take It Easy,Hopeton Lewis,1999,0.365,0.928,0.228,-16.683,98.768,0.962
Trashin The Camp,"Phil Collins, *NSYNC",1999,0.352,0.797,0.558,-10.449,99.033,0.799
Forbidden Zone,Misfits,1999,5.41e-05,0.487,0.988,-4.672,114.991,0.326
Nunca Niegues Que Te Amo,Los inquietos del vallenato,1999,0.229,0.528,0.53,-6.531,135.519,0.455
Let Forever Be,The Chemical Brothers,1999,0.00912,0.252,0.872,-3.752,126.938,0.399
La Huerfanita,Grupo Tentacion,1999,0.495,0.723,0.617,-9.372,102.195,0.635
Love of My Life (feat. Michael W. Smith),"Jim Brickman, Michael W. Smith",1999,0.463,0.443,0.28,-9.997,140.018,0.221
Soul Heaven,Johnnie Taylor,1999,0.345,0.782,0.52,-7.197,171.451,0.544
Bad Guys Always Die - From Wild Wild West Soundtrack,"Eminem, Dr. Dre",1999,0.0249,0.722,0.747,-3.483,95.866,0.343
The Entertainer,"Scott Joplin, Morten Gunnar Larsen",1999,0.992,0.466,0.15,-24.581,159.517,0.796
Keep A Knockin (But You Cant Come In),Louis Jordan & His Tympany Five,1999,0.603,0.719,0.292,-10.683,154.913,0.84
Feelin So Good (feat. Big Pun & Fat Joe),"Jennifer Lopez, Big Pun, Fat Joe",1999,0.00437,0.738,0.84,-7.995,107.755,0.862
Stash Pot,Koopsta Knicca,1999,0.0269,0.91,0.82,-6.853,130.696,0.716
Song to the Siren - Take 7,Tim Buckley,1999,0.845,0.577,0.0513,-21.308,68.39,0.0681
No Me Digas Que No,La Makina,1999,0.137,0.75,0.929,-2.05,132.568,0.951
Alabaster Box,CeCe Winans,1999,0.855,0.319,0.329,-7.433,128.659,0.205
Kiss and Say Goodbye,The Manhattans,1999,0.361,0.588,0.414,-11.503,129.118,0.605
Sexx Laws,Beck,1999,0.015,0.646,0.914,-4.071,134.035,0.849
Chill Factor,Richard Elliot,1999,0.16,0.69,0.732,-5.741,95.341,0.692
Little Black Backpack,Stroke 9,1999,0.00115,0.316,0.778,-5.375,120.292,0.311
SoÃ±ador Eterno,Intocable,1999,0.134,0.582,0.509,-10.193,142.965,0.937
You Shouldnt Kiss Me Like This,Toby Keith,1999,0.474,0.439,0.665,-7.671,168.707,0.328
"Starfuckers, Inc.",Nine Inch Nails,1999,0.000281,0.488,0.944,-6.076,146.0,0.3
Black Hole In My Mind,The Lillingtons,1999,0.000862,0.315,0.929,-5.583,165.471,0.723
Shoulder to the Wheel,Saves The Day,1999,0.000436,0.35,0.958,-4.597,190.501,0.555
Star Wars Main Title and the Arrival at Naboo,"John Williams, London Symphony Orchestra",1999,0.524,0.127,0.369,-13.852,79.541,0.192
Somewhat Damaged,Nine Inch Nails,1999,0.00113,0.684,0.75,-7.651,110.028,0.353
Dust to Dust,Misfits,1999,7.89e-05,0.317,0.953,-5.88,187.519,0.161
Love Dump,Static-X,1999,0.000231,0.575,0.942,-7.493,130.056,0.401
Ribbon In The Sky,Stevie Wonder,1999,0.627,0.629,0.248,-16.026,136.896,0.372
Whole Lotta Shakin Goin On,Big Maybelle,1999,0.439,0.668,0.631,-11.541,71.214,0.64
Two Person Party,Three Plus,1999,0.0276,0.703,0.546,-8.068,134.899,0.581
In Your Will,Men Of Standard,1999,0.245,0.654,0.457,-10.286,131.92,0.429
How High (Remix),"Method Man, Redman",1999,0.222,0.567,0.873,-7.341,186.039,0.728
Put It In Your Mouth,"Akinyele, Kia Jeffries",1999,0.0433,0.636,0.751,-5.567,81.4,0.562
All My Fault,Fenix TX,1999,0.00775,0.508,0.915,-3.317,103.306,0.772
Quiero Que Seas Mi Estrella,Binomio de Oro de AmÃ©rica,1999,0.189,0.6,0.761,-3.248,134.11,0.752
Little Good-Byes,SHeDAISY,1999,0.112,0.56,0.692,-6.438,83.588,0.698
The Summer Ends,American Football,1999,0.41,0.381,0.416,-10.532,167.929,0.118
Crash and Burn,Savage Garden,1999,0.189,0.581,0.607,-8.458,102.03,0.213
A Shot in the Arm,Wilco,1999,0.0486,0.556,0.787,-5.006,126.356,0.571
Bruca ManiguÃ¡,Ibrahim Ferrer,1999,0.836,0.499,0.371,-11.624,110.274,0.684
Where Is Everybody?,Nine Inch Nails,1999,0.00166,0.625,0.767,-5.753,144.013,0.792
Descending Angel,Misfits,1999,0.000105,0.357,0.901,-5.059,146.312,0.412
Sunburn,Muse,1999,0.122,0.474,0.905,-6.137,93.02,0.322
The Day The World Went Away,Nine Inch Nails,1999,0.0321,0.168,0.235,-7.877,127.748,0.0618
Amame Tiernamente,Los Caminantes,1999,0.0932,0.592,0.559,-7.405,91.656,0.832
"Hungarian Dance No.5 in G Minor, WoO 1, No.5","Johannes Brahms, Budapest Festival Orchestra, IvÃ¡n Fischer",1999,0.903,0.349,0.0503,-18.668,107.272,0.295
Fool Again,Westlife,1999,0.0467,0.532,0.525,-6.812,75.993,0.536
Los Tequileros,Los Alegres De Teran,1999,0.324,0.565,0.426,-11.031,178.767,0.924
One Hundred Ways - New Version,James Ingram,1999,0.489,0.696,0.5,-8.748,90.0,0.423
Te Estoy Queriendo Tanto,Los Caminantes,1999,0.106,0.438,0.876,-2.836,190.335,0.798
The Day I Fall In Love - Featuring Dolly Parton,"James Ingram, Dolly Parton",1999,0.586,0.434,0.521,-7.637,143.286,0.319
Un DesengaÃ±o,Intocable,1999,0.303,0.664,0.415,-10.479,164.047,0.797
Hasta El Cielo Lloro,Grupo CaÃ±averal De Humberto PabÃ³n,1999,0.162,0.774,0.422,-13.248,169.319,0.857
This Could Be Real,Richard Elliot,1999,0.308,0.698,0.828,-5.506,88.189,0.638
Players Holiday,"Ant Banks, Mac Mall, Too $hort",1999,0.0469,0.859,0.754,-5.534,91.994,0.643
Lagrimas de Escarcha,Tiberio Y Sus Gatos Negros,1999,0.36,0.819,0.592,-6.299,119.971,0.968
Carta Ao Tom 74,"VinÃ­cius de Moraes, Toquinho, Quarteto Em Cy",1999,0.718,0.634,0.433,-9.922,143.075,0.562
Sueno De Amor,Los Caminantes,1999,0.577,0.8,0.379,-11.139,113.463,0.941
Please Remember Me,Tim McGraw,1999,0.177,0.465,0.54,-7.097,75.88,0.234
Rodeo Clowns,G. Love & Special Sauce,1999,0.505,0.885,0.678,-9.789,97.711,0.805
Tripoli,Pinback,1999,0.833,0.789,0.494,-8.643,93.539,0.586
Amigos Nada MÃ¡s,Los Ãngeles Azules,1999,0.604,0.659,0.372,-8.005,82.123,0.695
Supernova Goes Pop,Powerman 5000,1999,0.000877,0.59,0.973,-3.764,143.042,0.459
The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,1999,0.446,0.473,0.67,-7.756,152.484,0.808
Flying Without Wings,Westlife,1999,0.323,0.443,0.493,-7.956,72.742,0.283
Tha Block Is Hot,Lil Wayne,1999,0.196,0.708,0.941,-5.132,174.041,0.934
Ãgua de Beber,Quarteto Jobim-Morelenbaum,1999,0.776,0.781,0.477,-9.463,150.147,0.375
40 Miles from Denver,Yonder Mountain String Band,1999,0.81,0.631,0.548,-8.886,108.004,0.622
Gone,Montgomery Gentry,1999,0.0167,0.647,0.904,-5.193,118.948,0.551
Nobody Like You,Limp Bizkit,1999,0.00182,0.377,0.839,-6.425,94.78,0.346
Puente,Gustavo Cerati,1999,0.00161,0.444,0.471,-9.107,76.335,0.205
En realidad,Abracadabra,1999,0.338,0.617,0.372,-13.622,131.562,0.286
Head over Feet - Live / Unplugged,Alanis Morissette,1999,0.0688,0.421,0.734,-8.692,168.772,0.34
Quixoticelixer - 2006 Remaster,Red Hot Chili Peppers,1999,0.016,0.535,0.831,-4.869,110.731,0.834
Promises,The Cranberries,1999,0.0628,0.501,0.864,-3.231,130.061,0.247
The Fragile,Nine Inch Nails,1999,0.0063,0.566,0.381,-7.894,143.06,0.234
Big Ship,Freddie McGregor,1999,0.00565,0.727,0.413,-8.844,69.884,0.814
The Next Movement,"The Roots, DJ Jazzy Jeff, Jazzyfatnastees",1999,0.029,0.782,0.639,-8.154,95.116,0.487
St. James Infirmary Blues,The White Stripes,1999,0.629,0.581,0.831,-4.508,118.953,0.728
"Sol, arena y mar",Luis Miguel,1999,0.268,0.684,0.753,-5.834,104.919,0.713
Run On,Moby,1999,0.297,0.768,0.604,-9.589,96.948,0.537
The Force,"Aim, Qnc",1999,0.0128,0.922,0.701,-6.679,101.996,0.54
Symphony 2000,"EPMD, Redman, Method Man, Lady Luck",1999,0.391,0.748,0.796,-5.951,94.987,0.836
"Mercure, Scene 1: La nuit","Erik Satie, Orchestre Symphonique et Lyrique de Nancy, Jerome Kaltenbach",1999,0.932,0.143,0.00194,-35.355,139.295,0.0495
Due Tramonti,"Ludovico Einaudi, Marco Decimo",1999,0.97,0.199,0.0618,-22.286,119.842,0.0687
Room at the Top,Tom Petty and the Heartbreakers,1999,0.162,0.5,0.313,-8.447,84.04,0.171
"Te Quiero, Te Amo, Te ExtraÃ±o",Banda Los Lagos,1999,0.542,0.678,0.733,-5.209,92.617,0.677
Still D.R.E. - Instrumental,Dr. Dre,1999,0.0138,0.765,0.796,-3.978,93.381,0.688
Who Do You Love,The Sapphires,1999,0.819,0.476,0.525,-10.82,122.023,0.895
Golden Ring,"George Jones, Tammy Wynette",1999,0.53,0.533,0.52,-12.32,83.194,0.652
Follow You Follow Me,Genesis,1999,0.268,0.506,0.6,-10.992,93.323,0.774
Nadie Como Tu,Los Extranos,1999,0.865,0.681,0.499,-9.288,90.188,0.755
Cant Take That Away (Mariahs Theme),Mariah Carey,1999,0.733,0.254,0.42,-6.474,203.783,0.176
Message in a Bottle,Machine Head,1999,0.0174,0.324,0.683,-9.914,132.284,0.497
"All Along the Watchtower - Live at Continental Airlines Arena, East Rutherford, NJ - September 1999",Dave Matthews Band,1999,0.0238,0.362,0.816,-7.327,96.809,0.0996
Dont Stop,ATB,1999,0.146,0.711,0.937,-5.314,134.21,0.57
Ninguna de las dos,Banda PequeÃ±os Musical,1999,0.201,0.609,0.506,-10.094,175.955,0.808
Speed,Montgomery Gentry,1999,0.0171,0.591,0.699,-8.169,87.971,0.325
Alien,Pennywise,1999,6.66e-05,0.264,0.909,-5.917,156.48,0.745
Me Vas A Recordar,Los Angeles De Charly,1999,0.0682,0.655,0.551,-5.559,77.566,0.711
He Didnt Have to Be,Brad Paisley,1999,0.144,0.508,0.39,-10.079,72.903,0.197
Dreamcatcher,Kamal,1999,0.931,0.153,0.104,-22.35,77.66,0.039
Home,Sevendust,1999,0.0027,0.622,0.941,-4.651,89.756,0.552
Consequence,Incubus,1999,0.000119,0.51,0.94,-5.358,150.076,0.471
High As Hell,Keith Murray,1999,0.23,0.78,0.738,-8.876,96.902,0.838
Las Gaviotas,Los Caminantes,1999,0.0811,0.863,0.411,-9.819,112.38,0.972
The Truth,Beanie Sigel,1999,0.0215,0.724,0.802,-5.707,82.052,0.565
Solo Sin Ella,El Chaval,1999,0.113,0.881,0.44,-8.413,119.855,0.818
Atlanta,Stone Temple Pilots,1999,0.339,0.234,0.593,-7.806,159.976,0.175
No Such Thing - Demo Version,John Mayer,1999,0.785,0.642,0.411,-9.484,129.146,0.494
From Gagarins Point of View,EsbjÃ¶rn Svensson Trio,1999,0.537,0.635,0.0278,-21.504,103.016,0.12
Shock the Monkey,Coal Chamber,1999,0.00873,0.597,0.952,-4.473,148.952,0.568
Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,1999,0.875,0.653,0.368,-11.567,117.161,0.249
Halaga,Parokya Ni Edgar,1999,0.132,0.489,0.57,-9.197,134.486,0.643
A Life of Possibilities,Dismemberment Plan,1999,0.101,0.709,0.837,-7.273,125.485,0.502
Me Voy de Ti,El Chaval,1999,0.0921,0.778,0.497,-8.507,131.875,0.852
North Memphis,Project Pat,1999,0.00966,0.704,0.732,-8.972,76.983,0.448
El Brinquito De La Perra Ronosa,Control,1999,0.223,0.788,0.848,-10.365,123.683,0.909
Celebration,Kool & The Gang,1999,0.0993,0.829,0.839,-5.251,121.589,0.96
Heartbreaker (feat. Da Brat & Missy Elliott),"Mariah Carey, Da Brat, Missy Elliott",1999,0.226,0.861,0.666,-6.492,100.575,0.648
"Grim, Grinning Ghosts",Ghosts,2000,0.652,0.621,0.631,-12.309,120.12,0.571
Stay Awake/Feed The Birds Medley,Fred Mollin,2000,0.988,0.312,0.134,-18.776,182.262,0.196
Lobo Herido,"Pepe Tovar Y Los Chacales, Los Chacales",2000,0.0696,0.707,0.825,-4.918,112.317,0.792
Apple Blossom,The White Stripes,2000,0.65,0.537,0.454,-7.896,128.193,0.626
Like You (feat. Ciara),"Bow Wow, Ciara",2000,0.0504,0.547,0.594,-8.389,81.9,0.501
Just Got Paid,*NSYNC,2000,0.0145,0.809,0.773,-3.638,114.842,0.695
Entre Pericos y Gallos,Los Razos,2000,0.511,0.701,0.589,-8.654,108.33,0.862
Twistin the Night Away,Sam Cooke,2000,0.673,0.581,0.696,-8.75,160.891,0.932
Sin Ti,King Chango,2000,0.0908,0.725,0.529,-5.565,144.707,0.6
Bia Bia,"Lil Jon, Eastside Boyz",2000,0.00185,0.768,0.7,-8.021,79.996,0.659
Polka Dots And Moonbeams,Wes Montgomery,2000,0.991,0.53,0.114,-18.069,92.249,0.369
"Mi Amigo, Mi Padre",Grupo Exterminador,2000,0.449,0.51,0.502,-8.32,148.021,0.706
Rose rouge,St Germain,2000,0.07,0.621,0.807,-8.963,118.028,0.557
Dont Aproach Me (feat. Eminem),"Xzibit, Eminem",2000,0.416,0.908,0.687,-5.202,92.889,0.855
Voices,Disturbed,2000,0.000303,0.612,0.972,-4.328,109.989,0.576
De Paisano A Paisano,Los Tigres Del Norte,2000,0.153,0.74,0.693,-5.0,109.872,0.951
O Death,Ralph Stanley,2000,0.96,0.568,0.0175,-17.732,111.405,0.502
The Lighthouses Tale,Nickel Creek,2000,0.664,0.463,0.297,-12.147,115.745,0.301
Low Class Conspiracy,Quasimoto,2000,0.301,0.757,0.679,-7.136,90.361,0.895
Time Is Money,South Park Mexican,2000,0.0461,0.691,0.693,-5.978,160.004,0.41
è³å°éæä½ ,Sandy Lam,2000,0.531,0.479,0.542,-5.588,124.692,0.347
What A Day,Nonpoint,2000,0.000412,0.52,0.731,-6.696,96.993,0.393
Hold On - Single Edit,Wilson Phillips,2000,0.604,0.688,0.673,-8.971,97.783,0.575
Dios Manda Lluvia,Ericson Alexander Molano,2000,0.72,0.297,0.238,-12.373,114.823,0.0698
Steve Berman,"Eminem, Steve Berman",2000,0.578,0.663,0.626,-10.536,148.087,0.837
Cumbia De Los Estados,Super Grupo Colombia,2000,0.311,0.778,0.497,-7.846,94.766,0.874
2 Joints,South Park Mexican,2000,0.00326,0.555,0.635,-7.692,80.743,0.393
Spanish Joint,DAngelo,2000,0.537,0.729,0.498,-8.906,111.77,0.78
Give Me Tonight,Shannon,2000,0.0199,0.697,0.979,-7.262,119.083,0.583
Itll Be OK,Limp Bizkit,2000,0.0061,0.529,0.887,-3.49,98.779,0.297
Red Rum,Project Pat,2000,0.00321,0.736,0.733,-7.205,170.006,0.266
Anything Goes,South Park Mexican,2000,0.00195,0.837,0.493,-5.54,87.97,0.0703
Jardin dhiver,Keren Ann,2000,0.792,0.805,0.307,-14.281,115.014,0.547
Era CabrÃ³n El Viejo,Grupo Laberinto,2000,0.607,0.85,0.329,-9.706,108.373,0.963
Change The Game,"JAY-Z, Beanie Sigel, Memphis Bleek",2000,0.0286,0.93,0.425,-6.242,94.582,0.482
Humble Mumble (feat. Erykah Badu),"OutKast, Erykah Badu",2000,0.0363,0.799,0.923,-6.108,109.959,0.778
Brahms Lullaby Intro / Twinkle Twinkle Little Star,Fred Mollin,2000,0.979,0.239,0.117,-17.643,94.0,0.166
I Go Blind,Hootie & The Blowfish,2000,0.224,0.621,0.786,-6.948,121.835,0.836
"You, Me, Him And Her","JAY-Z, Dynasty",2000,0.102,0.737,0.93,-4.749,100.038,0.66
432Hz Miracle Tone: Raise Positive Vibrations - Healing Frequency (Positive Energy Boost),PowerThoughts Meditation Club,2000,0.924,0.0625,0.0139,-31.583,72.357,0.0359
Pink Maggit,Deftones,2000,0.00633,0.144,0.668,-6.622,89.64,0.0362
CuÃ­date,La Oreja de Van Gogh,2000,0.306,0.662,0.798,-4.627,141.007,0.542
Its All Right,Sam Cooke,2000,0.755,0.413,0.501,-7.431,93.466,0.611
Un MontÃ³n De Estrellas,Polo MontaÃ±ez,2000,0.137,0.469,0.528,-10.359,95.991,0.637
Dont Tell Me,Madonna,2000,0.0502,0.699,0.618,-7.338,99.965,0.679
In A Little While,U2,2000,0.458,0.645,0.596,-7.071,92.048,0.52
Noches de FantasÃ­a,Joseph Fonseca,2000,0.507,0.728,0.915,-3.373,132.338,0.96
Crazy Eddies Last Hurrah,Reckless Kelly,2000,0.0146,0.53,0.87,-6.488,147.877,0.735
Whiskey Bent And Hell Bound,"Hank Williams, Jr.",2000,0.213,0.726,0.711,-7.728,105.034,0.708
I Lost It,Kenny Chesney,2000,0.23,0.584,0.429,-9.289,138.884,0.355
Son Of Sam,Elliott Smith,2000,0.00581,0.522,0.79,-6.242,96.062,0.244
Si Nos Dejan,JosÃ© Alfredo Jimenez,2000,0.916,0.6,0.289,-10.141,108.637,0.576
Mordreds Lullaby,Heather Dale,2000,0.339,0.437,0.573,-6.314,158.176,0.23
...& On,Erykah Badu,2000,0.413,0.78,0.343,-12.13,83.417,0.724
BreÃ±a,A Perfect Circle,2000,0.000767,0.616,0.519,-7.834,119.916,0.118
Down to the Sea,"Jodi Benson, Samuel E. Wright, Rob Paulsen, Clancy Brown, Kay E Kuter",2000,0.727,0.387,0.44,-10.937,96.062,0.582
Still Not a Player (Remix) - Radio Version,Big Pun,2000,0.187,0.9,0.574,-7.465,94.071,0.881
Entre tÃº y mil mares,Laura Pausini,2000,0.518,0.606,0.738,-4.159,110.99,0.258
Your Fuckinâ Head Split,Necro,2000,0.17,0.927,0.728,-7.391,97.91,0.598
You Had Me from Hello,Kenny Chesney,2000,0.474,0.586,0.421,-8.869,137.941,0.17
American Woman,Lenny Kravitz,2000,0.0243,0.669,0.698,-7.971,83.987,0.6
Virus,"Deltron 3030, Del The Funky Homosapien, Dan The Automator, Kid Koala",2000,0.0472,0.742,0.494,-9.674,92.008,0.175
Salty Dog,Flogging Molly,2000,0.00712,0.378,0.935,-6.581,79.965,0.778
Change Your Mind,Sister Hazel,2000,0.0104,0.428,0.785,-4.853,182.352,0.68
Me and You,Kenny Chesney,2000,0.262,0.601,0.365,-9.205,71.95,0.234
Rose,A Perfect Circle,2000,0.00613,0.499,0.664,-8.656,119.831,0.179
Honor Him,"Hans Zimmer, Gavin Greenaway, The Lyndhurst Orchestra",2000,0.857,0.148,0.105,-23.824,68.535,0.0392
432Hz Miracle Tone With 528Hz Solfeggio Frequency,PowerThoughts Meditation Club,2000,0.94,0.0608,0.0157,-31.917,67.88,0.0361
Pearly-dewdrops Drops,Cocteau Twins,2000,0.00014,0.397,0.696,-10.143,179.228,0.521
Waiting For My Real Life To Begin,Colin Hay,2000,0.817,0.45,0.287,-12.77,84.829,0.237
Kiss An Angel Good Mornin,Charley Pride,2000,0.794,0.686,0.512,-10.361,131.794,0.876
La danza del fuego,MÃ¤go de Oz,2000,0.033,0.477,0.836,-5.662,131.812,0.213
When You Wish Upon a Star,Fred Mollin,2000,0.968,0.238,0.142,-18.397,81.776,0.0963
Turn Off The Light,Nelly Furtado,2000,0.0839,0.587,0.679,-6.26,180.184,0.65
Spit,Kittie,2000,0.00082,0.546,0.948,-5.002,97.317,0.456
Were At The Top Of The World,The Juliana Theory,2000,0.00143,0.587,0.759,-5.571,128.4,0.866
Sleeping Beauty,A Perfect Circle,2000,0.000258,0.415,0.742,-5.756,117.788,0.555
Lead Me Lord,Gary Valenciano,2000,0.898,0.498,0.263,-12.46,76.967,0.246
Everything I Do Gohn Be Funky (From Now On),Lee Dorsey,2000,0.324,0.822,0.355,-12.444,138.068,0.873
I See A Darkness,Johnny Cash,2000,0.763,0.454,0.409,-8.019,140.383,0.268
Spinning Around,Kylie Minogue,2000,0.283,0.757,0.731,-5.704,120.04,0.67
Lucha De Gigantes,Nacha Pop,2000,0.0505,0.394,0.622,-7.932,113.341,0.144
The One,Limp Bizkit,2000,0.034,0.576,0.78,-5.041,98.259,0.343
Street Carp,Deftones,2000,5.89e-05,0.197,0.941,-4.112,161.434,0.503
å¾ä¾,Rene Liu,2000,0.69,0.677,0.5,-8.285,149.784,0.375
El Sapo Y El Kora,Banda Arkangel R-15,2000,0.615,0.718,0.495,-6.613,104.708,0.964
Quien Eres Tu?,Nelson Ned,2000,0.858,0.379,0.368,-13.12,133.361,0.341
The Sweetest Gift,Sade,2000,0.92,0.686,0.0939,-18.367,120.646,0.307
Stand Inside Your Love,The Smashing Pumpkins,2000,3.37e-06,0.271,0.759,-7.419,136.081,0.381
We Luv Deez Hoez (feat. Backbone & Big Gipp),"OutKast, Backbone, Big Gipp",2000,0.0372,0.913,0.601,-4.803,89.97,0.79
All Right Now,Free,2000,0.00872,0.75,0.506,-12.812,121.765,0.78
Wobble Wobble,504 Boyz,2000,0.00296,0.851,0.702,-5.618,170.014,0.331
CuÃ¡ndo,Ricardo Arjona,2000,0.281,0.68,0.566,-6.95,121.778,0.363
Da Baddest B***h,Trina,2000,0.00933,0.938,0.562,-9.555,114.184,0.635
Tu Derrota,Grupo Laberinto,2000,0.489,0.454,0.568,-7.074,197.795,0.971
"Nah, Nah... (feat. Nate Dogg)","E-40, Nate Dogg",2000,0.184,0.83,0.82,-5.827,99.958,0.742
The Right Kind Of Wrong,LeAnn Rimes,2000,0.238,0.677,0.781,-6.282,95.03,0.816
Al Mil Por Uno,Los Tigres Del Norte,2000,0.496,0.59,0.588,-4.131,172.963,0.977
Ive Got Rights,"Hank Williams, Jr.",2000,0.293,0.67,0.329,-15.105,130.444,0.505
Teenager,Deftones,2000,0.445,0.762,0.753,-10.152,134.327,0.771
DÃ©jame Amarte,Intocable,2000,0.491,0.596,0.625,-6.494,135.705,0.83
Rica y Apretadita (feat. Anayka),"El General, Anayka",2000,0.218,0.862,0.808,-7.598,115.288,0.814
Aarons Party (Come Get It),Aaron Carter,2000,0.0462,0.944,0.886,-4.121,117.03,0.912
I Believe in You,"Joe, *NSYNC",2000,0.176,0.484,0.525,-5.99,59.957,0.216
Get Up,Amel Larrieux,2000,0.31,0.631,0.494,-8.335,88.559,0.542
"Left, Right, Left",Drama,2000,0.00834,0.909,0.517,-11.018,125.048,0.539
DÃ©jenme llorar - Con banda,Los Freddys,2000,0.646,0.734,0.496,-7.851,116.043,0.88
Dark Center Of The Universe,Modest Mouse,2000,0.00808,0.246,0.826,-3.505,192.578,0.24
Feel Good Hit Of The Summer,Queens of the Stone Age,2000,0.0176,0.333,0.935,-5.768,164.926,0.516
Sick Of Life,Godsmack,2000,7.2e-05,0.534,0.901,-6.023,92.013,0.326
The Way You Do The Things You Do,UB40,2000,0.248,0.885,0.534,-8.191,80.857,0.896
"Dime, Dime, Dime",Conjunto Primavera,2000,0.025,0.623,0.634,-9.052,76.61,0.864
Million Miles Away,The Offspring,2000,1.49e-05,0.479,0.936,-4.367,99.839,0.651
The Day You Went Away,M2M,2000,0.0495,0.511,0.734,-6.789,188.216,0.801
I Lay My Love on You - Remix,Westlife,2000,0.038,0.664,0.787,-5.246,102.95,0.588
I Am Weary (Let Me Rest),The Cox Family,2000,0.93,0.613,0.204,-16.884,114.418,0.489
Broke,Modest Mouse,2000,0.816,0.475,0.8,-5.746,115.426,0.355
De Gloria en Gloria,Marco Barrientos,2000,0.00258,0.586,0.887,-5.709,128.016,0.401
